"age","maritl","race","education","jobclass","health","health_ins","salary"
49,"Never Married","White","Some College","Industrial","Average","Yes",90.7270793135127
51,"Divorced","White","HS Grad","Industrial","Average","Yes",128.680488220624
58,"Married","White","Advanced Degree","Industrial","Good","Yes",148.413159102577
32,"Never Married","Black","Some College","Information","Average","Yes",114.475713290347
55,"Married","White","HS Grad","Industrial","Average","Yes",87.9810327856054
49,"Married","White","HS Grad","Information","Average","Yes",94.0727147457005
46,"Married","White","HS Grad","Industrial","Good","No",87.9810327856054
44,"Married","White","Advanced Degree","Information","Average","Yes",182.020620963512
25,"Married","White","Some College","Industrial","Good","Yes",87.9810327856054
73,"Divorced","Black","non HS Grad","Industrial","Average","Yes",92.8958447894966
18,"Never Married","White","HS Grad","Industrial","Good","Yes",72.1504556815713
52,"Married","Black","non HS Grad","Information","Good","Yes",122.263673892802
28,"Married","Asian","HS Grad","Industrial","Good","No",72.1504556815713
51,"Married","White","HS Grad","Industrial","Good","No",82.6796372966372
44,"Married","White","College Grad","Information","Good","Yes",176.989650489877
44,"Married","White","Some College","Information","Good","Yes",141.77517233318
29,"Married","Asian","HS Grad","Industrial","Good","Yes",95.2307125669819
48,"Married","Asian","College Grad","Information","Average","No",141.77517233318
62,"Married","White","HS Grad","Information","Average","Yes",101.82435207568
40,"Married","White","Advanced Degree","Information","Good","Yes",131.737801155001
24,"Never Married","White","Some College","Industrial","Average","No",66.3251949430473
48,"Married","White","College Grad","Industrial","Good","Yes",118.884359339886
54,"Married","White","Advanced Degree","Information","Average","Yes",163.515863976238
69,"Married","Black","non HS Grad","Information","Good","Yes",114.475713290347
48,"Married","White","HS Grad","Industrial","Average","No",123.089699847943
73,"Married","White","non HS Grad","Industrial","Good","No",40.1943705168112
30,"Married","Black","Some College","Information","Good","No",70.5134157015506
41,"Never Married","Asian","Some College","Information","Average","No",73.7757432746946
48,"Married","White","non HS Grad","Information","Good","No",100.879460918798
63,"Married","White","College Grad","Information","Good","Yes",84.0459576539924
29,"Married","White","Some College","Information","Good","No",85.3839403789827
40,"Married","White","Some College","Industrial","Good","Yes",141.77517233318
52,"Married","White","Some College","Information","Average","Yes",91.0932184689733
54,"Separated","White","HS Grad","Industrial","Average","Yes",114.475713290347
33,"Married","White","College Grad","Industrial","Good","Yes",267.901086855275
42,"Married","White","College Grad","Information","Average","Yes",160.642475408263
31,"Married","Black","HS Grad","Industrial","Good","Yes",94.0727147457005
46,"Married","White","Some College","Information","Good","Yes",139.675870162748
44,"Married","White","College Grad","Industrial","Good","Yes",125.12381572196
45,"Separated","White","HS Grad","Industrial","Good","No",113.567089569751
40,"Married","White","HS Grad","Industrial","Good","No",182.020620963512
31,"Never Married","White","HS Grad","Industrial","Good","Yes",102.870246933215
19,"Never Married","White","HS Grad","Industrial","Good","No",76.8936025176112
43,"Married","White","HS Grad","Industrial","Average","Yes",109.833985642199
56,"Married","White","College Grad","Information","Good","Yes",142.457169885112
55,"Married","White","Some College","Industrial","Good","Yes",101.82435207568
59,"Married","White","Advanced Degree","Information","Average","Yes",118.884359339886
49,"Divorced","White","non HS Grad","Information","Average","Yes",102.870246933215
42,"Married","White","College Grad","Industrial","Good","Yes",128.680488220624
27,"Never Married","White","HS Grad","Industrial","Good","No",61.1875264339915
34,"Never Married","White","HS Grad","Industrial","Average","No",81.2860772898212
47,"Married","White","College Grad","Information","Good","Yes",276.778413321176
35,"Married","White","Advanced Degree","Information","Good","Yes",268.266292012557
33,"Married","Black","Some College","Information","Good","Yes",104.921506533664
35,"Married","White","HS Grad","Industrial","Good","Yes",144.47808766541
40,"Married","White","Some College","Information","Average","Yes",118.884359339886
53,"Married","White","College Grad","Information","Good","No",94.0727147457005
47,"Married","Black","College Grad","Information","Good","Yes",73.7757432746946
45,"Never Married","White","Advanced Degree","Information","Good","Yes",196.125272594255
34,"Married","White","College Grad","Industrial","Good","Yes",169.073540049428
25,"Married","White","non HS Grad","Industrial","Good","Yes",69.6190369046763
56,"Married","White","College Grad","Information","Good","No",124.720446242886
54,"Married","White","Some College","Information","Good","Yes",115.51808515372
41,"Married","White","non HS Grad","Industrial","Good","Yes",89.2428846644714
46,"Married","White","Advanced Degree","Information","Good","Yes",276.778413321176
44,"Married","White","Advanced Degree","Industrial","Good","Yes",170.6951277113
44,"Divorced","White","College Grad","Information","Average","Yes",99.6894636984864
46,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
38,"Married","White","College Grad","Information","Good","Yes",114.475713290347
36,"Married","White","HS Grad","Industrial","Good","No",128.680488220624
27,"Never Married","Asian","College Grad","Information","Good","Yes",99.6894636984864
33,"Married","White","HS Grad","Industrial","Average","No",128.680488220624
56,"Married","Black","HS Grad","Industrial","Average","Yes",140.398200161944
52,"Married","White","HS Grad","Information","Good","Yes",111.720849360989
33,"Never Married","White","Advanced Degree","Information","Good","Yes",125.525498433836
32,"Married","Asian","College Grad","Industrial","Good","No",94.0727147457005
39,"Divorced","White","College Grad","Industrial","Good","Yes",118.884359339886
22,"Never Married","White","HS Grad","Industrial","Average","No",72.1504556815713
53,"Married","White","College Grad","Industrial","Good","No",104.921506533664
36,"Married","White","College Grad","Industrial","Good","Yes",277.79948020565
37,"Married","White","non HS Grad","Industrial","Good","No",73.7757432746946
40,"Married","White","HS Grad","Information","Good","Yes",130.982177377461
51,"Married","Black","HS Grad","Industrial","Average","Yes",78.214575693165
40,"Married","White","HS Grad","Information","Good","Yes",90.4819133566401
56,"Married","White","Advanced Degree","Information","Good","Yes",117.146816914805
50,"Married","White","HS Grad","Industrial","Good","Yes",99.6894636984864
49,"Married","White","HS Grad","Industrial","Good","Yes",166.324941233877
32,"Married","White","non HS Grad","Information","Good","No",81.2832532842527
21,"Never Married","White","HS Grad","Information","Good","Yes",84.0459576539924
48,"Married","White","College Grad","Information","Average","Yes",114.475713290347
48,"Married","White","Some College","Industrial","Good","Yes",73.7757432746946
32,"Married","White","Some College","Industrial","Good","Yes",115.106201691293
30,"Never Married","White","Some College","Industrial","Good","Yes",53.0275511164817
30,"Married","White","Some College","Industrial","Good","No",118.884359339886
33,"Married","White","non HS Grad","Information","Good","No",79.8549003093467
56,"Married","Asian","Advanced Degree","Industrial","Good","No",56.4538649754188
46,"Divorced","Black","Some College","Information","Good","Yes",90.4819133566401
49,"Married","White","Some College","Industrial","Good","Yes",104.921506533664
24,"Never Married","White","HS Grad","Industrial","Good","No",87.9810327856054
48,"Never Married","White","Some College","Information","Good","Yes",147.116689159978
37,"Divorced","White","College Grad","Industrial","Average","No",109.833985642199
53,"Married","White","Some College","Industrial","Average","Yes",118.884359339886
56,"Married","Black","Advanced Degree","Information","Good","Yes",141.77517233318
34,"Married","Black","Some College","Information","Good","No",108.874525834712
56,"Married","White","Some College","Industrial","Average","Yes",104.921506533664
48,"Married","White","HS Grad","Industrial","Good","Yes",109.833985642199
47,"Married","Black","HS Grad","Industrial","Good","No",27.1405792079024
52,"Married","White","Some College","Information","Good","Yes",70.4760196469445
40,"Married","White","Some College","Industrial","Good","Yes",166.879383279962
25,"Married","White","HS Grad","Information","Good","Yes",127.115743812184
35,"Married","White","College Grad","Industrial","Good","Yes",117.146816914805
40,"Never Married","Black","Some College","Information","Average","Yes",103.90247060316
22,"Never Married","White","HS Grad","Industrial","Good","No",34.6074177301288
50,"Divorced","White","Some College","Information","Average","Yes",100.013486924706
48,"Separated","White","non HS Grad","Industrial","Good","No",64.8689691939769
40,"Never Married","Asian","Advanced Degree","Industrial","Good","Yes",109.833985642199
45,"Married","White","Some College","Information","Good","Yes",127.115743812184
30,"Married","White","College Grad","Information","Good","Yes",114.475713290347
46,"Married","White","College Grad","Industrial","Good","Yes",117.146816914805
34,"Married","White","HS Grad","Industrial","Good","Yes",134.705375118879
32,"Married","White","non HS Grad","Industrial","Good","No",65.1108537153447
53,"Married","White","College Grad","Industrial","Average","Yes",143.134940811134
32,"Never Married","White","Some College","Industrial","Good","No",76.8936025176112
39,"Married","Black","College Grad","Industrial","Good","No",99.6894636984864
51,"Married","White","College Grad","Information","Good","Yes",94.0727147457005
40,"Married","White","HS Grad","Information","Average","Yes",75.3556793180091
66,"Married","White","College Grad","Information","Average","Yes",127.115743812184
40,"Married","White","College Grad","Industrial","Good","Yes",166.324941233877
52,"Married","White","Advanced Degree","Information","Good","No",133.232350826567
36,"Married","White","Some College","Information","Good","Yes",125.525498433836
32,"Never Married","White","HS Grad","Industrial","Average","Yes",89.4924795180001
45,"Married","White","HS Grad","Information","Good","No",84.0459576539924
37,"Married","White","HS Grad","Information","Good","Yes",169.073540049428
47,"Married","Asian","Advanced Degree","Information","Good","Yes",160.642475408263
49,"Married","White","HS Grad","Industrial","Good","Yes",144.170606488233
53,"Married","White","non HS Grad","Information","Good","No",73.7757432746946
66,"Divorced","Black","HS Grad","Information","Average","Yes",70.4760196469445
33,"Married","White","non HS Grad","Information","Average","No",73.7757432746946
58,"Divorced","White","HS Grad","Industrial","Average","No",94.0727147457005
41,"Married","White","Advanced Degree","Industrial","Good","No",83.1913242935054
54,"Married","Asian","Some College","Information","Good","Yes",134.705375118879
26,"Never Married","White","HS Grad","Industrial","Good","No",86.6951548289402
24,"Never Married","Other","HS Grad","Industrial","Average","No",70.4760196469445
62,"Married","White","College Grad","Information","Good","No",130.982177377461
63,"Married","White","HS Grad","Information","Good","Yes",136.303997562054
26,"Never Married","Asian","College Grad","Industrial","Good","Yes",114.022580378556
45,"Married","White","HS Grad","Information","Average","Yes",106.127582150788
23,"Married","White","HS Grad","Industrial","Good","No",87.9810327856054
31,"Married","White","College Grad","Industrial","Good","No",116.265324062503
44,"Married","White","Advanced Degree","Information","Good","Yes",143.134940811134
43,"Never Married","White","non HS Grad","Industrial","Average","Yes",54.5981500331442
48,"Married","White","HS Grad","Industrial","Good","No",48.185650217039
48,"Married","White","College Grad","Information","Good","Yes",123.089699847943
55,"Married","White","Advanced Degree","Information","Good","No",117.584340323354
45,"Married","Asian","Advanced Degree","Information","Good","Yes",272.294783220064
48,"Married","White","College Grad","Information","Good","Yes",145.143601176911
63,"Married","White","HS Grad","Industrial","Good","Yes",118.884359339886
57,"Married","Black","HS Grad","Information","Good","Yes",97.4932940453934
69,"Married","Asian","Advanced Degree","Information","Good","Yes",148.413159102577
31,"Never Married","White","College Grad","Information","Good","Yes",127.115743812184
38,"Married","White","College Grad","Information","Good","Yes",268.266292012557
43,"Separated","White","College Grad","Information","Good","Yes",109.833985642199
19,"Never Married","White","HS Grad","Industrial","Good","No",51.9036962665682
44,"Married","White","College Grad","Information","Good","Yes",114.475713290347
31,"Married","Asian","College Grad","Information","Good","No",134.705375118879
49,"Never Married","Other","non HS Grad","Industrial","Good","Yes",87.9810327856054
29,"Married","White","Some College","Information","Average","Yes",95.2307125669819
26,"Married","Other","Some College","Information","Good","Yes",76.8936025176112
37,"Married","White","Advanced Degree","Information","Good","Yes",116.265324062503
30,"Never Married","White","HS Grad","Industrial","Good","No",81.2832532842527
35,"Married","White","Some College","Industrial","Good","Yes",131.62180303309
40,"Married","White","HS Grad","Industrial","Good","Yes",117.146816914805
44,"Divorced","Other","Advanced Degree","Information","Good","Yes",68.7480877337669
65,"Married","White","HS Grad","Industrial","Average","Yes",125.525498433836
54,"Married","Black","Some College","Industrial","Good","Yes",101.82435207568
56,"Married","White","Some College","Industrial","Good","Yes",140.398200161944
48,"Married","White","College Grad","Information","Good","Yes",107.903923866876
37,"Divorced","White","Some College","Industrial","Average","No",58.0147820121857
30,"Married","White","HS Grad","Industrial","Good","Yes",99.6894636984864
46,"Married","White","Advanced Degree","Industrial","Good","No",85.3839403789827
37,"Married","White","HS Grad","Industrial","Average","Yes",131.737801155001
58,"Divorced","Black","HS Grad","Information","Good","No",81.2832532842527
52,"Married","White","Some College","Industrial","Average","Yes",86.6951548289402
45,"Married","White","Some College","Information","Average","Yes",157.700527725737
33,"Married","White","HS Grad","Industrial","Good","No",65.11462387776
51,"Married","White","Some College","Industrial","Good","No",90.4819133566401
50,"Married","White","non HS Grad","Industrial","Good","No",46.7632687977187
42,"Married","White","HS Grad","Industrial","Average","Yes",85.3839403789827
46,"Never Married","White","Some College","Industrial","Average","Yes",139.703071527658
43,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
47,"Married","White","Some College","Industrial","Good","Yes",81.2832532842527
47,"Married","White","Advanced Degree","Information","Good","No",118.884359339886
44,"Married","White","College Grad","Information","Average","No",71.1519565433031
36,"Married","Asian","HS Grad","Industrial","Good","No",65.1108537153447
39,"Married","White","HS Grad","Industrial","Average","No",65.1108537153447
29,"Married","White","College Grad","Information","Good","Yes",125.525498433836
40,"Married","White","Some College","Information","Good","Yes",123.089699847943
20,"Never Married","White","Some College","Industrial","Average","Yes",70.8150386167557
32,"Married","White","Advanced Degree","Information","Good","Yes",112.6488963421
36,"Married","White","Some College","Industrial","Good","Yes",86.6951548289402
31,"Never Married","Black","Some College","Industrial","Good","Yes",82.6796372966372
28,"Married","Asian","College Grad","Industrial","Good","Yes",130.982177377461
41,"Divorced","Other","Some College","Information","Average","Yes",117.146816914805
54,"Married","White","College Grad","Industrial","Good","Yes",176.989650489877
42,"Married","White","HS Grad","Industrial","Good","No",118.884359339886
19,"Never Married","White","HS Grad","Information","Average","Yes",68.7480877337669
59,"Married","White","Some College","Information","Average","No",267.901086855275
64,"Never Married","White","Some College","Information","Average","Yes",99.6894636984864
31,"Married","White","Some College","Industrial","Good","Yes",92.6581301668597
37,"Never Married","White","Some College","Information","Good","Yes",109.833985642199
30,"Married","White","HS Grad","Industrial","Good","Yes",87.9810327856054
24,"Never Married","White","College Grad","Industrial","Good","Yes",118.884359339886
26,"Married","White","HS Grad","Industrial","Average","No",75.0431540173515
44,"Married","White","College Grad","Information","Good","Yes",114.475713290347
39,"Married","White","Advanced Degree","Information","Good","Yes",276.778413321176
48,"Married","White","Advanced Degree","Information","Good","Yes",277.601417511009
53,"Never Married","Black","HS Grad","Industrial","Average","Yes",80.5731997057359
42,"Married","Asian","Advanced Degree","Information","Good","Yes",114.475713290347
44,"Married","White","Advanced Degree","Industrial","Good","Yes",166.324941233877
25,"Never Married","White","College Grad","Information","Good","Yes",85.3839403789827
46,"Married","White","HS Grad","Industrial","Average","Yes",43.7351116779821
52,"Married","White","Some College","Information","Good","No",101.82435207568
33,"Married","White","Some College","Information","Average","Yes",87.9810327856054
30,"Married","Black","Some College","Information","Good","No",121.430313822622
38,"Never Married","White","Some College","Industrial","Good","Yes",109.833985642199
29,"Never Married","White","HS Grad","Information","Good","Yes",79.8549003093467
57,"Married","Asian","College Grad","Industrial","Average","Yes",127.115743812184
50,"Married","White","College Grad","Information","Good","Yes",115.285516994187
23,"Never Married","White","Some College","Industrial","Average","No",98.6015397849967
46,"Divorced","White","Some College","Information","Good","Yes",144.47808766541
61,"Married","White","College Grad","Industrial","Average","Yes",136.15771083723
70,"Married","White","non HS Grad","Information","Good","No",100.764272842107
59,"Married","White","HS Grad","Industrial","Average","Yes",76.8936025176112
57,"Married","Black","HS Grad","Industrial","Average","Yes",90.4819133566401
25,"Never Married","White","HS Grad","Industrial","Average","No",86.6951548289402
48,"Married","White","Some College","Industrial","Good","Yes",123.908567597957
52,"Married","Asian","Advanced Degree","Information","Average","No",65.1108537153447
44,"Separated","White","College Grad","Information","Good","Yes",131.737801155001
40,"Married","White","HS Grad","Industrial","Good","Yes",66.9616443217359
43,"Married","White","College Grad","Information","Average","Yes",196.125272594255
51,"Married","White","Some College","Industrial","Average","Yes",166.324941233877
43,"Married","Asian","non HS Grad","Information","Good","No",65.1108537153447
42,"Married","White","HS Grad","Industrial","Good","Yes",120.589436530402
28,"Married","White","HS Grad","Industrial","Good","No",101.82435207568
54,"Married","White","Advanced Degree","Information","Good","No",148.413159102577
34,"Married","White","Advanced Degree","Information","Good","Yes",159.052027129346
50,"Married","White","College Grad","Information","Good","Yes",109.833985642199
36,"Married","White","Advanced Degree","Information","Good","Yes",140.051197616953
36,"Married","White","College Grad","Industrial","Good","Yes",132.352477709878
71,"Widowed","White","Some College","Industrial","Average","Yes",118.884359339886
31,"Never Married","Asian","Advanced Degree","Information","Good","Yes",97.4932940453934
43,"Married","White","Advanced Degree","Information","Average","Yes",134.705375118879
20,"Never Married","White","Some College","Industrial","Average","No",72.1504556815713
23,"Never Married","White","non HS Grad","Industrial","Good","Yes",87.9810327856054
42,"Divorced","White","HS Grad","Industrial","Average","No",49.5553381215226
41,"Married","White","Advanced Degree","Information","Good","Yes",149.055895589404
27,"Married","White","Advanced Degree","Information","Good","Yes",122.263673892802
29,"Married","White","Some College","Industrial","Average","No",101.82435207568
41,"Divorced","White","Some College","Industrial","Average","Yes",99.6894636984864
41,"Married","Black","HS Grad","Industrial","Average","Yes",104.921506533664
22,"Never Married","White","Some College","Information","Average","No",81.2832532842527
39,"Married","White","HS Grad","Industrial","Average","Yes",73.7757432746946
50,"Married","White","College Grad","Industrial","Good","No",82.6796372966372
49,"Never Married","White","College Grad","Industrial","Average","Yes",148.413159102577
42,"Married","White","Some College","Information","Good","Yes",118.884359339886
38,"Married","Black","HS Grad","Information","Good","Yes",129.453644576625
55,"Married","White","College Grad","Information","Average","No",134.705375118879
47,"Never Married","White","HS Grad","Industrial","Average","No",79.8549003093467
52,"Married","Other","non HS Grad","Information","Good","No",68.111994065327
56,"Divorced","White","College Grad","Industrial","Good","No",40.4056652596845
30,"Married","White","Some College","Information","Good","No",131.737801155001
56,"Married","White","HS Grad","Industrial","Average","No",134.705375118879
46,"Married","White","HS Grad","Industrial","Average","Yes",114.475713290347
43,"Married","White","non HS Grad","Information","Good","No",126.323880709786
35,"Married","White","Some College","Industrial","Average","Yes",116.707154559148
58,"Married","White","HS Grad","Industrial","Average","Yes",109.833985642199
69,"Married","White","HS Grad","Industrial","Average","Yes",81.226746312023
68,"Divorced","White","HS Grad","Information","Average","Yes",87.9810327856054
52,"Married","White","Some College","Information","Good","Yes",127.115743812184
46,"Never Married","Black","College Grad","Information","Average","Yes",104.921506533664
39,"Never Married","White","College Grad","Information","Good","Yes",107.903923866876
66,"Married","White","College Grad","Industrial","Average","No",109.833985642199
30,"Married","White","Advanced Degree","Industrial","Good","Yes",117.146816914805
30,"Divorced","White","Some College","Industrial","Good","Yes",107.903923866876
43,"Married","White","HS Grad","Industrial","Good","No",72.1504556815713
49,"Married","White","Advanced Degree","Industrial","Good","Yes",160.642475408263
54,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
48,"Divorced","White","Advanced Degree","Information","Good","Yes",143.134940811134
37,"Separated","Black","Some College","Information","Good","No",97.4932940453934
46,"Married","White","College Grad","Information","Average","Yes",141.77517233318
53,"Married","White","HS Grad","Industrial","Good","No",148.413159102577
31,"Never Married","White","College Grad","Industrial","Good","Yes",109.833985642199
18,"Never Married","White","Some College","Information","Good","No",59.0970640815891
49,"Married","White","College Grad","Information","Good","Yes",152.52821689856
39,"Married","White","HS Grad","Industrial","Good","No",81.2832532842527
40,"Married","White","HS Grad","Information","Average","No",43.7351116779821
37,"Married","White","HS Grad","Information","Good","Yes",96.3706528322308
24,"Married","White","HS Grad","Industrial","Good","Yes",101.82435207568
35,"Married","White","College Grad","Industrial","Good","Yes",130.982177377461
27,"Never Married","White","HS Grad","Industrial","Good","No",82.6796372966372
44,"Never Married","Asian","Advanced Degree","Information","Good","Yes",130.982177377461
46,"Married","White","College Grad","Industrial","Good","No",89.2428846644714
40,"Married","White","Some College","Information","Average","No",85.1185334226767
39,"Married","White","Advanced Degree","Information","Good","Yes",166.324941233877
42,"Never Married","White","non HS Grad","Industrial","Average","Yes",100.764272842107
37,"Married","White","HS Grad","Industrial","Good","Yes",99.6894636984864
58,"Married","White","Some College","Information","Good","Yes",123.089699847943
40,"Married","Asian","Advanced Degree","Industrial","Good","Yes",163.515863976238
27,"Married","White","HS Grad","Information","Average","Yes",85.3839403789827
31,"Married","White","Some College","Information","Good","Yes",75.3556793180091
44,"Married","White","HS Grad","Industrial","Good","No",65.1108537153447
38,"Divorced","White","HS Grad","Industrial","Good","Yes",92.6581301668597
34,"Married","White","College Grad","Information","Good","No",137.590142766506
41,"Married","White","HS Grad","Information","Good","Yes",134.85152633512
20,"Never Married","White","non HS Grad","Industrial","Good","No",72.4793162971252
28,"Never Married","White","College Grad","Information","Good","Yes",178.533050380204
55,"Married","White","College Grad","Information","Good","Yes",98.5993438603892
38,"Married","White","College Grad","Information","Average","No",115.375038556391
33,"Never Married","Black","HS Grad","Industrial","Average","No",73.7757432746946
43,"Never Married","White","HS Grad","Industrial","Average","Yes",36.6737041960799
50,"Married","Asian","College Grad","Information","Good","Yes",123.089699847943
55,"Married","White","College Grad","Information","Good","Yes",87.9810327856054
24,"Never Married","Black","Some College","Information","Good","No",73.9357192871731
41,"Married","White","College Grad","Information","Good","Yes",176.989650489877
37,"Divorced","White","College Grad","Information","Average","No",118.884359339886
42,"Married","White","Some College","Information","Average","Yes",134.705375118879
25,"Never Married","White","College Grad","Information","Good","Yes",90.4819133566401
45,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
40,"Married","White","non HS Grad","Industrial","Good","Yes",81.2832532842527
43,"Married","White","Advanced Degree","Information","Good","Yes",130.982177377461
50,"Married","White","Some College","Industrial","Good","Yes",176.989650489877
42,"Never Married","White","HS Grad","Information","Average","Yes",82.6796372966372
38,"Married","White","HS Grad","Industrial","Average","Yes",131.737801155001
44,"Divorced","White","non HS Grad","Industrial","Good","Yes",82.6796372966372
19,"Never Married","White","Some College","Industrial","Average","No",41.4412130349115
44,"Never Married","White","Some College","Information","Good","Yes",117.146816914805
26,"Never Married","White","non HS Grad","Industrial","Good","Yes",73.7757432746946
54,"Married","White","HS Grad","Industrial","Average","Yes",86.6951548289402
32,"Married","White","College Grad","Industrial","Good","Yes",99.6894636984864
49,"Married","White","College Grad","Information","Good","Yes",141.77517233318
35,"Married","White","non HS Grad","Industrial","Good","No",70.8150386167557
34,"Married","White","non HS Grad","Information","Good","No",72.1504556815713
23,"Never Married","White","non HS Grad","Industrial","Good","No",54.5981500331442
60,"Married","Asian","Some College","Information","Average","Yes",127.115743812184
54,"Married","White","Advanced Degree","Information","Average","Yes",73.7757432746946
31,"Married","Black","Some College","Information","Good","No",139.703071527658
47,"Married","White","College Grad","Information","Good","No",160.642475408263
48,"Divorced","White","HS Grad","Industrial","Average","No",23.9529444789965
48,"Married","White","College Grad","Information","Average","Yes",115.375038556391
35,"Married","White","HS Grad","Information","Average","No",114.475713290347
55,"Married","White","Advanced Degree","Information","Good","Yes",127.115743812184
35,"Married","White","Advanced Degree","Information","Good","Yes",137.590142766506
37,"Married","Asian","College Grad","Information","Good","Yes",176.989650489877
27,"Never Married","Black","HS Grad","Information","Good","No",23.2747040516601
64,"Married","White","HS Grad","Information","Good","Yes",90.4819133566401
52,"Divorced","White","HS Grad","Industrial","Average","Yes",73.7757432746946
47,"Separated","Black","non HS Grad","Information","Good","No",82.6796372966372
26,"Never Married","White","HS Grad","Industrial","Good","No",56.9055391446732
41,"Married","White","non HS Grad","Industrial","Good","No",128.680488220624
22,"Never Married","White","HS Grad","Industrial","Good","Yes",75.0431540173515
76,"Married","White","Some College","Industrial","Average","No",73.7757432746946
46,"Married","White","HS Grad","Industrial","Average","Yes",108.065830309718
39,"Married","Black","Some College","Industrial","Average","Yes",123.089699847943
39,"Married","White","Advanced Degree","Industrial","Good","Yes",277.79948020565
23,"Never Married","White","Some College","Industrial","Average","Yes",73.7757432746946
49,"Married","White","Some College","Industrial","Good","Yes",123.908567597957
44,"Married","White","non HS Grad","Industrial","Average","No",87.9810327856054
20,"Never Married","White","HS Grad","Industrial","Good","No",70.4760196469445
43,"Married","White","Advanced Degree","Information","Good","Yes",277.601417511009
42,"Married","White","College Grad","Information","Good","Yes",148.413159102577
46,"Married","White","College Grad","Information","Good","Yes",114.475713290347
33,"Never Married","White","College Grad","Information","Good","Yes",99.6894636984864
62,"Married","White","Advanced Degree","Information","Good","Yes",268.266292012557
38,"Married","White","Some College","Information","Average","Yes",130.982177377461
43,"Married","White","College Grad","Industrial","Good","No",109.833985642199
46,"Divorced","White","College Grad","Information","Good","Yes",277.601417511009
18,"Never Married","White","HS Grad","Industrial","Good","No",73.7757432746946
63,"Married","White","Advanced Degree","Information","Average","No",267.901086855275
43,"Never Married","Black","Advanced Degree","Industrial","Good","Yes",119.74085129618
44,"Married","White","College Grad","Information","Good","Yes",141.77517233318
53,"Never Married","Black","Some College","Information","Average","Yes",128.252661096619
58,"Never Married","White","non HS Grad","Information","Average","Yes",90.4819133566401
23,"Never Married","White","College Grad","Industrial","Good","No",76.8936025176112
50,"Married","White","College Grad","Information","Good","Yes",127.115743812184
35,"Never Married","White","Advanced Degree","Information","Good","Yes",118.884359339886
38,"Married","White","Advanced Degree","Information","Average","Yes",200.543262324662
36,"Married","White","HS Grad","Industrial","Average","Yes",87.9810327856054
32,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
56,"Married","White","Advanced Degree","Information","Good","Yes",268.266292012557
41,"Married","White","Some College","Information","Good","No",87.9810327856054
40,"Never Married","White","HS Grad","Industrial","Average","No",99.6894636984864
26,"Never Married","White","College Grad","Industrial","Good","No",82.6796372966372
26,"Married","White","HS Grad","Information","Good","Yes",130.982177377461
47,"Divorced","White","College Grad","Information","Good","Yes",108.874525834712
25,"Never Married","Black","College Grad","Information","Good","No",54.5981500331442
58,"Married","Black","Some College","Information","Average","No",309.5717712662
57,"Married","White","HS Grad","Information","Good","No",82.6823993373301
30,"Never Married","White","non HS Grad","Information","Good","No",59.6286455536557
44,"Married","White","College Grad","Information","Good","Yes",166.324941233877
29,"Married","White","HS Grad","Industrial","Good","No",79.8549003093467
51,"Married","White","College Grad","Industrial","Average","No",118.884359339886
37,"Married","White","non HS Grad","Industrial","Good","No",92.8958447894966
67,"Married","Asian","Advanced Degree","Information","Average","Yes",160.642475408263
34,"Married","White","non HS Grad","Industrial","Good","No",70.4760196469445
50,"Married","White","Advanced Degree","Information","Good","Yes",120.589436530402
38,"Married","White","HS Grad","Industrial","Good","Yes",160.642475408263
55,"Married","White","College Grad","Information","Good","Yes",171.765132627508
27,"Never Married","White","Some College","Industrial","Average","Yes",120.589436530402
39,"Married","White","Some College","Industrial","Good","Yes",134.705375118879
54,"Married","White","Some College","Industrial","Average","Yes",148.413159102577
55,"Divorced","White","Advanced Degree","Information","Average","Yes",129.453644576625
49,"Married","Black","Some College","Information","Average","No",134.705375118879
42,"Married","White","non HS Grad","Industrial","Average","No",56.9055391446732
39,"Married","White","College Grad","Industrial","Good","No",87.9810327856054
32,"Never Married","White","HS Grad","Industrial","Good","Yes",68.111994065327
39,"Married","White","Some College","Industrial","Good","Yes",128.680488220624
50,"Married","White","Advanced Degree","Information","Good","Yes",134.705375118879
47,"Married","White","HS Grad","Industrial","Good","No",94.0727147457005
40,"Never Married","White","Some College","Industrial","Good","No",87.9810327856054
51,"Never Married","White","Some College","Information","Good","Yes",118.884359339886
28,"Married","Asian","Some College","Industrial","Good","No",68.7480877337669
53,"Divorced","White","Some College","Industrial","Good","Yes",94.0727147457005
54,"Married","White","Some College","Information","Good","Yes",118.884359339886
51,"Married","White","College Grad","Information","Good","Yes",91.6992261117042
33,"Married","White","Advanced Degree","Industrial","Good","No",134.705375118879
55,"Married","White","College Grad","Industrial","Good","No",127.115743812184
44,"Married","White","Advanced Degree","Industrial","Good","Yes",100.764272842107
30,"Married","White","Some College","Industrial","Good","Yes",105.927810775063
40,"Married","Asian","Advanced Degree","Information","Average","Yes",87.9810327856054
26,"Married","White","HS Grad","Industrial","Average","No",99.6894636984864
49,"Married","Asian","College Grad","Information","Average","Yes",112.6488963421
43,"Married","White","Advanced Degree","Industrial","Good","Yes",163.515863976238
